"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","deleteTicket removes token from storage","test/src/features/ticket/data/ticket_wallet_repository_test.dart","2026-04-01","passed","2026-04-01","","TicketWalletRepository","",""
"","25","does not display title when null","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","MinglitBottomSheet","",""
"","5","returns null when item not found","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementItemDetail","SettlementRepository","",""
"","9","MinglitSpacing constants are positive","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","MinglitDesignTokens","",""
"","5","returns purchase history for user","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getMyPurchaseHistory","EventRepository","",""
"","3","copies all fields","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","","EventApplicationState.copyWith","",""
"","3","defaults success to false when missing","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","fromJson","IamportResultModel","",""
"","11","rethrows non-TypeError/FormatException errors","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getVerificationsByIds","VerificationRepository","",""
"","79","tapping notification tile opens notification settings","test/src/features/permission/app_permission_settings_screen_test.dart","2026-04-01","passed","2026-04-01","","AppPermissionSettingsScreen","",""
"","5","CHECK_IN_READY: 시작 시간 도달 + participant.status != checked_in","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","6","throws on network error","test/src/data/repositories/partner_member_repository_test.dart","2026-04-01","passed","2026-04-01","updateMemberRole","PartnerMemberRepository","",""
"","3","returns null when not found","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","getPartyById","PartyRepository","",""
"","117","materialTheme returns a valid ThemeData","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","MinglitTheme","",""
"","459","동의 정보 로드 실패 시 에러 메시지가 표시된다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","25","uses MinglitPartnerColors.primary in colorScheme","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","partnerTheme","",""
"","8","pushPartnerDetail pushes correct route","test/src/features/event/logic/event_coordinator_test.dart","2026-04-01","passed","2026-04-01","","EventCoordinator","",""
"","220","로그인 상태: 구매 내역 탭 → PurchaseHistoryPage","test/integration/my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage Flow","",""
"","747","renders required consent copy","test/src/features/consent/identity_verification_consent_sheet_test.dart","2026-04-01","passed","2026-04-01","","IdentityVerificationConsentSheet","",""
"","3","completes with empty templates (delete only)","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","replaceEntryGroupTemplates","PartyRepository (matching)","",""
"","31","renders custom retry label","test/src/ui/widgets/common/minglit_error_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitErrorState","",""
"","5","returns comments from snapshot_data","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getVerificationComments","VerificationRepository","",""
"","4","throws on db error","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","upsertBankAccount","SettlementRepository","",""
"","6","falls back to getCurrentPosition when no last known position","test/services/location_service_test.dart","2026-04-01","passed","2026-04-01","","LocationService","",""
"","17","throws on error","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getGlobalVerifications","VerificationRepository","",""
"","76","빈 알림 → ""알림이 없습니다.""","test/integration/flow_notification_routing_test.dart","2026-04-01","passed","2026-04-01","","알림 플로우","",""
"","573","renders with required params only","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","72","큐레이션 페이지 렌더링 (earlyBird 타입)","test/integration/flow_search_curation_test.dart","2026-04-01","passed","2026-04-01","","PartyCurationPage","",""
"","340","로그인 상태: /login 접근 시 홈으로 리다이렉트","test/integration/auth_redirect_test.dart","2026-04-01","passed","2026-04-01","","Auth Redirect Flow","",""
"","5","다중 이벤트 격리: 서로 다른 eventId → 별도 채널","test/src/features/home/logic/event_realtime_provider_test.dart","2026-04-01","passed","2026-04-01","","eventRealtimeProvider","",""
"","5","toDbJson removes id and timestamps","test/src/data/models/party_entry_group_test.dart","2026-04-01","passed","2026-04-01","","EntryGroupTemplate","",""
"","14","loadMore 에러 시 기존 리스트 보존","test/src/features/explore/providers/recommendation_feed_notifier_test.dart","2026-04-01","passed","2026-04-01","에러 처리","RecommendationFeedNotifier","",""
"","45","returns party when found","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","getPartyById","PartyRepository","",""
"","4","throws on error","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getRequestsByStatus","VerificationRepository","",""
"","2","returns null when user not logged in","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getMyMemberRole","PartnerRepository","",""
"","4","pushPartnerEvents pushes correct route","test/src/features/partner/logic/partner_coordinator_test.dart","2026-04-01","passed","2026-04-01","","PartnerCoordinator","",""
"","11","update changes query","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","SearchQuery provider","",""
"","84","shows loading indicator when isLoadingMore is true","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","HomePage","",""
"","888","renders history cards when data is available","test/src/features/payment/ui/purchase_history_screen_test.dart","2026-04-01","passed","2026-04-01","","PurchaseHistoryPage","",""
"","137","약관 보기 섹션이 표시된다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","950","network failure shows snackbar and stops loading","test/src/features/settings/blocked_partners_page_test.dart","2026-04-01","passed","2026-04-01","","BlockedPartnersPage — Fix #270 회귀 테스트","",""
"","11","throws AuthException for non-minglit email","test/src/data/repositories/staff_repository_test.dart","2026-04-01","passed","2026-04-01","sendMagicLink","StaffRepository","",""
"","7","구독 종료: status closed → 30초 폴링 fallback 시작","test/src/features/home/logic/event_realtime_provider_test.dart","2026-04-01","passed","2026-04-01","","eventRealtimeProvider","",""
"","4","returns non-pending status when deleted_at is null","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","getDeletionStatus","AccountRepository","",""
"","93","본인인증이 동의된 경우 ""동의됨""으로 표시된다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","66","renders CircleAvatar when avatar is provided","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","4","creates with minimal fields and defaults","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","Verification","",""
"","13","(setUpAll)","test/src/utils/environment_info_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","27","renders correctly with autoUpload enabled and uploadBucket specified","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","3","returns null when not found","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getApplication","EventRepository Queries","",""
"","18","completes without error via EF","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","updateMatchRules","MatchingRepository","",""
"","32","returns verification when found","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getVerificationById","VerificationRepository","",""
"","1269","알림 설정 tap → NotificationSettingsScreen","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage 메뉴 탭","",""
"","2","completes without error","test/src/data/repositories/notification_repository_test.dart","2026-04-01","passed","2026-04-01","markAllAsRead","NotificationRepository","",""
"","7","completes without error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updatePartyStatus","PartyRepository","",""
"","88","creates from provider with GoRouter","test/src/features/partner/logic/partner_coordinator_test.dart","2026-04-01","passed","2026-04-01","","PartnerCoordinator","",""
"","4","conditionSummaries with no groups","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","11","returns events with empty tickets when user is logged in","test/src/logic/providers/event_feed_provider_test.dart","2026-04-01","passed","2026-04-01","","eventFeedProvider — ticket filter regression (#778)","",""
"","849","shows TicketSelectionSheet as bottom sheet","test/src/features/ticket/logic/ticket_coordinator_test.dart","2026-04-01","passed","2026-04-01","showTicketSelection","TicketCoordinator","",""
